id,Gender,Age,purpose_of_travel,Type of Travel,Type Of Booking,Hotel wifi service,Departure/Arrival  convenience,Ease of Online booking,Hotel location,Food and drink,Stay comfort,Common Room entertainment,Checkin/Checkout service,Other service,Cleanliness,satisfaction,AverageRating
89967,Male,31,business,Personal Travel,Individual/Couple,2,5,2,2,5,5,5,5,5,5,neutral or dissatisfied,4.0
78759,Female,38,business,Group Travel,Group bookings,5,5,5,5,5,5,4,3,4,3,satisfied,4.6
35522,Male,50,business,Personal Travel,Individual/Couple,4,5,4,5,4,5,4,4,4,4,satisfied,4.3
31063,Female,50,business,Group Travel,Individual/Couple,4,4,4,4,5,4,4,4,4,1,satisfied,4.1
9816,Female,33,personal,Group Travel,Group bookings,5,5,5,5,5,4,4,3,4,4,satisfied,4.4
102231,Female,24,academic,Group Travel,Individual/Couple,4,4,4,4,5,5,5,3,4,5,neutral or dissatisfied,4.2
91698,Female,57,business,Group Travel,Group bookings,5,5,5,5,4,5,5,3,5,4,satisfied,4.7
45496,Female,8,business,Personal Travel,Individual/Couple,3,4,3,4,4,4,4,5,5,4,neutral or dissatisfied,4.0
128865,Female,34,business,Group Travel,Group bookings,4,5,4,4,4,4,4,4,5,4,satisfied,4.2
87257,Male,40,business,Group Travel,Group bookings,4,4,5,4,3,5,4,3,4,3,satisfied,4.0
15169,Male,45,tourism,Group Travel,Individual/Couple,4,4,4,4,4,4,4,4,5,4,satisfied,4.1
129272,Female,56,business,Group Travel,Group bookings,5,5,5,5,3,4,4,5,4,5,satisfied,4.4
68647,Female,45,academic,Group Travel,Group bookings,4,5,4,4,5,4,4,4,4,5,satisfied,4.2
118354,Male,19,aviation,Personal Travel,Individual/Couple,4,4,4,3,5,5,5,3,5,5,neutral or dissatisfied,4.2
42634,Female,61,tourism,Group Travel,Group bookings,5,5,4,5,4,4,5,4,1,4,satisfied,4.1
61844,Female,36,business,Group Travel,Group bookings,5,5,4,5,4,4,5,4,5,3,satisfied,4.6
52519,Male,46,business,Group Travel,Individual/Couple,5,2,2,2,5,5,5,5,5,5,satisfied,4.0
30240,Male,70,business,Personal Travel,Individual/Couple,5,5,5,4,4,4,4,5,4,4,satisfied,4.4
21021,Female,42,business,Group Travel,Individual/Couple,4,5,5,5,2,2,4,5,4,2,satisfied,4.0
101719,Female,64,business,Personal Travel,Individual/Couple,4,4,4,4,4,4,5,4,5,4,neutral or dissatisfied,4.2
93843,Female,47,personal,Personal Travel,Individual/Couple,4,5,4,3,4,5,3,5,3,4,neutral or dissatisfied,4.0
93269,Female,36,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,4,5,5,satisfied,4.4
67344,Male,11,academic,Personal Travel,Individual/Couple,4,4,4,4,5,5,5,5,4,5,neutral or dissatisfied,4.4
51569,Male,23,business,Group Travel,Individual/Couple,4,5,3,5,4,3,4,4,4,4,satisfied,4.0
6889,Male,26,academic,Group Travel,Group bookings,5,5,5,5,4,4,4,4,5,4,satisfied,4.6
111949,Male,57,business,Group Travel,Group bookings,5,5,5,5,5,5,4,4,4,5,satisfied,4.7
18750,Male,34,business,Personal Travel,Individual/Couple,4,4,4,3,4,5,3,5,4,5,satisfied,4.0
18684,Male,54,business,Personal Travel,Individual/Couple,4,5,4,4,4,4,4,3,5,4,neutral or dissatisfied,4.1
45191,Male,26,business,Group Travel,Group bookings,4,4,4,4,4,4,4,3,5,4,satisfied,4.0
86703,Male,27,academic,Group Travel,Group bookings,5,5,2,5,5,5,5,5,4,5,satisfied,4.6
24711,Female,38,business,Group Travel,Not defined,4,5,5,5,4,4,4,1,5,4,satisfied,4.1
23054,Female,43,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,4,4,4,satisfied,4.4
36980,Female,22,personal,Group Travel,Group bookings,5,5,5,5,4,4,4,5,1,4,satisfied,4.2
57800,Female,44,business,Group Travel,Group bookings,5,5,5,5,3,5,4,3,4,4,satisfied,4.3
65556,Female,56,aviation,Group Travel,Group bookings,4,4,4,4,5,5,4,5,4,3,satisfied,4.3
60585,Female,36,academic,Group Travel,Individual/Couple,5,5,5,5,5,5,5,5,4,5,satisfied,4.9
16530,Female,42,business,Group Travel,Individual/Couple,5,4,4,4,4,2,5,4,5,3,satisfied,4.1
73866,Male,34,aviation,Group Travel,Group bookings,4,4,4,4,4,5,4,5,5,5,neutral or dissatisfied,4.3
112590,Female,20,business,Group Travel,Group bookings,4,4,3,4,5,5,5,4,5,5,satisfied,4.3
79710,Male,18,business,Personal Travel,Individual/Couple,2,5,2,3,5,5,5,5,4,5,neutral or dissatisfied,4.0
113265,Female,23,tourism,Group Travel,Group bookings,5,3,5,1,5,5,5,5,4,5,satisfied,4.2
40397,Male,56,business,Group Travel,Group bookings,5,5,5,5,5,4,4,4,4,5,satisfied,4.6
54940,Female,41,aviation,Group Travel,Group bookings,4,5,5,5,4,3,4,3,4,2,neutral or dissatisfied,4.1
20043,Female,25,academic,Group Travel,Individual/Couple,5,5,5,3,4,4,4,3,5,4,satisfied,4.2
102157,Female,38,business,Group Travel,Group bookings,5,5,2,5,5,4,4,4,4,4,satisfied,4.2
9549,Male,52,aviation,Group Travel,Group bookings,5,5,5,5,5,4,5,4,5,5,satisfied,4.8
125724,Male,25,business,Personal Travel,Individual/Couple,3,4,3,3,5,5,5,4,4,5,neutral or dissatisfied,4.0
118605,Female,51,business,Group Travel,Group bookings,4,4,4,4,4,5,5,5,5,5,satisfied,4.4
35023,Female,30,tourism,Personal Travel,Individual/Couple,2,5,2,3,5,5,5,4,5,5,neutral or dissatisfied,4.0
110741,Male,47,aviation,Group Travel,Group bookings,5,5,5,5,2,4,4,3,4,5,satisfied,4.1
78147,Female,40,academic,Group Travel,Group bookings,4,4,4,4,2,5,5,4,5,5,satisfied,4.1
98589,Female,46,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,4,4,3,satisfied,4.4
73006,Male,46,tourism,Personal Travel,Individual/Couple,5,4,5,4,5,5,5,2,3,5,satisfied,4.2
3097,Male,59,aviation,Personal Travel,Individual/Couple,3,5,3,3,5,5,5,3,5,5,neutral or dissatisfied,4.1
80708,Male,54,academic,Group Travel,Group bookings,4,4,4,4,4,5,4,3,4,5,satisfied,4.0
51869,Female,52,academic,Group Travel,Group bookings,4,4,5,4,5,4,3,4,3,3,satisfied,4.0
64783,Male,44,academic,Group Travel,Group bookings,4,4,4,4,4,4,5,3,5,4,satisfied,4.1
60367,Female,23,academic,Group Travel,Individual/Couple,4,4,4,4,5,5,5,3,4,5,satisfied,4.2
35152,Male,30,academic,Group Travel,Individual/Couple,5,3,3,3,5,5,5,5,3,5,satisfied,4.1
63566,Male,46,tourism,Group Travel,Group bookings,5,5,5,5,5,4,4,4,4,4,satisfied,4.6
38986,Female,44,business,Group Travel,Group bookings,5,5,5,5,3,4,5,4,5,3,satisfied,4.6
48666,Male,36,academic,Group Travel,Group bookings,4,4,4,4,3,5,5,4,5,5,satisfied,4.2
120237,Male,31,personal,Personal Travel,Individual/Couple,4,5,5,3,5,5,5,3,5,5,satisfied,4.4
78738,Male,24,personal,Group Travel,Individual/Couple,5,2,5,5,4,4,4,4,5,4,satisfied,4.2
26960,Female,27,business,Personal Travel,Group bookings,4,4,4,3,5,5,5,3,5,5,neutral or dissatisfied,4.2
64682,Female,40,tourism,Group Travel,Group bookings,5,5,5,5,2,5,4,5,4,3,satisfied,4.4
16269,Male,44,business,Group Travel,Group bookings,5,5,3,5,1,5,5,2,5,2,satisfied,4.0
9611,Female,58,tourism,Personal Travel,Individual/Couple,3,4,5,1,5,5,5,4,5,3,neutral or dissatisfied,4.1
47346,Female,50,academic,Group Travel,Group bookings,5,5,5,5,4,4,3,4,3,3,satisfied,4.2
20217,Male,50,personal,Group Travel,Individual/Couple,4,4,4,4,4,4,4,5,3,4,satisfied,4.0
6503,Female,57,personal,Group Travel,Group bookings,4,4,4,4,5,4,5,3,5,5,satisfied,4.2
13609,Male,35,aviation,Group Travel,Not defined,5,4,4,4,5,5,5,4,4,5,satisfied,4.4
47022,Male,46,academic,Group Travel,Group bookings,4,4,3,4,2,4,5,5,5,5,satisfied,4.0
110114,Male,53,business,Group Travel,Group bookings,5,5,5,5,4,5,5,5,5,3,satisfied,4.9
53936,Female,24,aviation,Group Travel,Group bookings,5,5,5,5,5,5,5,4,1,5,satisfied,4.4
71041,Female,46,business,Group Travel,Group bookings,4,4,4,4,2,5,5,4,5,5,satisfied,4.1
69795,Male,56,business,Group Travel,Group bookings,4,4,4,4,2,5,5,3,5,3,satisfied,4.0
34634,Female,42,business,Group Travel,Individual/Couple,4,3,4,3,5,3,5,5,4,5,satisfied,4.0
85695,Male,46,academic,Group Travel,Group bookings,5,5,5,5,5,5,4,5,4,3,satisfied,4.8
69330,Female,43,aviation,Group Travel,Group bookings,5,5,5,5,5,4,4,4,4,4,satisfied,4.6
83485,Male,44,tourism,Group Travel,Group bookings,4,4,4,4,3,5,5,4,5,5,satisfied,4.2
103547,Female,69,academic,Personal Travel,Individual/Couple,3,4,3,2,5,5,5,5,5,4,neutral or dissatisfied,4.1
63069,Male,49,business,Personal Travel,Individual/Couple,5,4,4,3,5,5,5,4,5,5,satisfied,4.4
66897,Female,46,tourism,Group Travel,Group bookings,4,4,4,4,5,5,4,3,4,3,satisfied,4.1
99076,Male,40,business,Group Travel,Group bookings,4,5,4,4,5,4,5,5,5,4,satisfied,4.6
116494,Male,62,academic,Personal Travel,Individual/Couple,5,4,5,4,5,2,5,5,5,5,satisfied,4.4
29174,Male,36,business,Group Travel,Not defined,5,4,4,4,5,5,5,2,4,5,satisfied,4.2
71352,Male,53,aviation,Group Travel,Group bookings,5,5,4,5,3,4,5,5,5,5,satisfied,4.6
96550,Male,60,aviation,Group Travel,Group bookings,5,5,5,5,2,4,5,3,5,5,satisfied,4.3
12874,Male,36,aviation,Group Travel,Individual/Couple,5,4,4,4,5,5,5,5,1,5,satisfied,4.2
23449,Female,28,business,Group Travel,Individual/Couple,5,4,4,4,5,5,5,1,4,5,satisfied,4.1
2647,Female,24,personal,Group Travel,Group bookings,4,4,4,4,5,5,5,3,5,5,satisfied,4.3
123133,Male,56,aviation,Group Travel,Group bookings,5,5,5,5,4,5,4,4,4,5,satisfied,4.6
103569,Male,39,academic,Group Travel,Group bookings,4,4,4,4,5,4,4,5,4,5,satisfied,4.2
72244,Female,43,aviation,Group Travel,Group bookings,4,4,4,4,5,5,5,3,5,5,satisfied,4.3
76833,Female,16,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,1,4,5,satisfied,4.4
9563,Female,36,tourism,Group Travel,Group bookings,5,5,5,5,4,5,5,3,5,5,satisfied,4.7
110942,Male,62,business,Personal Travel,Individual/Couple,4,5,4,3,5,5,5,4,4,5,neutral or dissatisfied,4.3
61093,Male,40,academic,Personal Travel,Individual/Couple,3,4,4,4,5,5,5,3,5,5,neutral or dissatisfied,4.2
47468,Female,33,academic,Personal Travel,Individual/Couple,2,5,2,3,5,5,5,5,5,5,neutral or dissatisfied,4.1
49673,Male,44,personal,Group Travel,Group bookings,5,5,5,5,2,5,4,5,4,2,satisfied,4.4
93367,Female,58,academic,Personal Travel,Individual/Couple,4,5,4,5,3,5,3,5,3,3,neutral or dissatisfied,4.1
66768,Male,36,academic,Group Travel,Group bookings,5,5,5,5,2,4,4,4,4,3,satisfied,4.2
31825,Male,46,business,Group Travel,Group bookings,5,5,5,4,5,5,2,5,3,5,satisfied,4.3
33641,Male,13,academic,Personal Travel,Individual/Couple,3,4,3,2,5,5,5,5,5,5,neutral or dissatisfied,4.1
105108,Female,44,aviation,Group Travel,Group bookings,5,5,5,5,4,4,5,4,5,5,satisfied,4.7
48792,Male,55,business,Group Travel,Group bookings,3,3,4,3,5,5,4,5,4,4,satisfied,4.0
110758,Female,23,business,Group Travel,Group bookings,5,5,5,2,5,5,5,3,5,5,satisfied,4.4
70748,Male,37,academic,Personal Travel,Not defined,3,5,3,4,5,5,5,3,5,5,neutral or dissatisfied,4.2
35045,Female,41,academic,Group Travel,Group bookings,4,4,4,4,5,4,4,5,4,3,satisfied,4.2
99,Female,52,academic,Group Travel,Group bookings,5,5,5,5,3,5,4,4,4,3,satisfied,4.4
118943,Male,53,business,Group Travel,Group bookings,3,3,4,3,5,5,5,4,5,5,satisfied,4.1
34139,Female,43,personal,Group Travel,Group bookings,5,5,5,5,4,5,4,2,4,3,satisfied,4.3
74775,Male,30,business,Group Travel,Group bookings,4,4,4,4,4,4,4,3,5,4,satisfied,4.0
77291,Female,41,aviation,Group Travel,Group bookings,5,5,5,5,4,5,4,4,4,3,satisfied,4.6
125134,Male,31,academic,Personal Travel,Individual/Couple,3,5,5,3,5,5,5,4,5,5,neutral or dissatisfied,4.4
118011,Female,31,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,5,5,5,satisfied,4.6
18112,Female,39,business,Group Travel,Group bookings,4,4,4,4,5,5,4,2,4,2,satisfied,4.0
76009,Female,54,business,Group Travel,Group bookings,4,4,4,4,4,5,5,5,5,4,satisfied,4.4
67596,Female,47,aviation,Group Travel,Group bookings,5,5,5,5,3,4,4,3,4,4,satisfied,4.2
93661,Male,31,academic,Group Travel,Group bookings,4,4,4,4,5,5,5,5,5,5,satisfied,4.6
85394,Female,40,personal,Group Travel,Group bookings,4,4,4,4,5,5,5,4,5,5,satisfied,4.4
84258,Male,52,tourism,Group Travel,Group bookings,4,4,4,4,3,5,5,5,5,3,satisfied,4.3
106098,Male,57,aviation,Group Travel,Group bookings,5,5,5,5,4,5,2,3,2,5,satisfied,4.0
124856,Female,43,aviation,Group Travel,Group bookings,4,4,4,4,5,5,4,4,4,4,satisfied,4.2
10305,Male,49,business,Group Travel,Group bookings,3,3,3,3,5,5,5,4,5,4,satisfied,4.0
116599,Male,44,tourism,Group Travel,Group bookings,4,4,4,4,2,5,5,3,5,4,satisfied,4.0
120926,Male,26,academic,Group Travel,Group bookings,5,5,5,3,5,5,5,5,5,5,satisfied,4.8
95416,Male,56,tourism,Group Travel,Group bookings,4,4,4,4,4,4,4,4,4,4,satisfied,4.0
39708,Male,23,business,Group Travel,Group bookings,5,5,5,5,4,4,4,5,3,4,satisfied,4.4
66718,Male,10,business,Personal Travel,Individual/Couple,4,4,4,4,4,5,4,4,5,4,neutral or dissatisfied,4.2
62629,Male,39,business,Personal Travel,Individual/Couple,4,4,4,3,5,5,5,4,4,5,neutral or dissatisfied,4.2
6557,Male,47,academic,Group Travel,Group bookings,5,5,5,5,3,5,4,5,4,3,satisfied,4.6
64730,Male,39,academic,Group Travel,Group bookings,5,5,5,5,4,4,4,4,4,4,satisfied,4.4
71046,Male,52,aviation,Group Travel,Group bookings,5,5,5,5,4,5,4,4,4,4,satisfied,4.6
114657,Male,51,academic,Group Travel,Group bookings,5,5,5,5,4,4,5,3,5,3,satisfied,4.6
45157,Female,58,business,Group Travel,Individual/Couple,4,4,4,4,5,5,4,3,4,1,satisfied,4.1
41488,Female,38,business,Group Travel,Individual/Couple,5,4,1,4,5,5,5,5,4,5,satisfied,4.2
61549,Female,43,business,Group Travel,Group bookings,5,5,5,5,2,5,4,5,4,4,satisfied,4.4
12193,Male,27,tourism,Group Travel,Not defined,5,4,4,4,5,5,5,3,1,5,satisfied,4.0
122944,Male,59,academic,Group Travel,Group bookings,5,5,5,5,2,5,5,5,5,3,satisfied,4.7
43237,Male,21,academic,Group Travel,Group bookings,5,0,5,3,5,5,5,5,4,5,satisfied,4.1
37026,Male,43,academic,Group Travel,Group bookings,4,4,4,4,4,4,5,4,5,5,satisfied,4.2
6480,Male,47,academic,Group Travel,Group bookings,5,5,5,5,4,4,5,5,5,5,satisfied,4.8
100098,Male,54,tourism,Group Travel,Group bookings,5,5,5,5,5,5,3,3,3,4,satisfied,4.3
110393,Female,49,academic,Group Travel,Group bookings,5,5,5,2,4,4,4,4,5,4,satisfied,4.2
112069,Male,60,academic,Group Travel,Group bookings,5,5,5,5,2,4,5,3,5,4,satisfied,4.3
83043,Male,52,academic,Group Travel,Group bookings,5,5,5,5,2,5,4,4,4,3,satisfied,4.3
13438,Female,56,business,Group Travel,Group bookings,5,5,5,5,2,5,4,2,4,5,satisfied,4.1
83227,Male,49,tourism,Group Travel,Group bookings,4,4,5,4,4,5,4,5,4,5,satisfied,4.3
85166,Male,40,academic,Group Travel,Group bookings,5,5,5,5,3,5,5,4,5,4,satisfied,4.7
75559,Male,46,business,Group Travel,Group bookings,5,5,5,5,5,4,5,3,5,3,satisfied,4.7
9346,Male,40,academic,Group Travel,Group bookings,5,5,5,5,4,5,3,3,3,5,satisfied,4.2
26464,Male,38,business,Personal Travel,Individual/Couple,4,4,4,2,5,5,5,5,4,5,satisfied,4.2
16956,Male,58,academic,Group Travel,Individual/Couple,5,4,4,4,5,5,5,3,3,5,satisfied,4.2
122802,Male,23,academic,Group Travel,Group bookings,5,4,5,3,4,4,4,5,4,4,satisfied,4.2
5304,Male,16,personal,Personal Travel,Individual/Couple,3,4,3,4,4,4,4,5,5,4,neutral or dissatisfied,4.0
63186,Male,57,personal,Group Travel,Group bookings,5,5,5,5,5,5,4,5,4,5,satisfied,4.8
18789,Male,24,business,Group Travel,Individual/Couple,5,1,5,5,5,5,5,3,4,5,satisfied,4.2
32955,Male,13,personal,Personal Travel,Individual/Couple,3,4,3,5,4,4,4,5,5,4,neutral or dissatisfied,4.1
14552,Male,56,tourism,Personal Travel,Individual/Couple,3,5,3,3,5,5,5,4,4,5,neutral or dissatisfied,4.1
115105,Female,36,personal,Group Travel,Group bookings,4,4,4,4,4,4,5,3,5,5,satisfied,4.1
92905,Male,48,tourism,Group Travel,Group bookings,5,5,5,5,2,4,5,4,5,3,satisfied,4.4
87278,Male,53,tourism,Group Travel,Group bookings,5,5,5,5,2,4,4,4,4,4,satisfied,4.2
31368,Female,36,personal,Group Travel,Group bookings,5,5,3,5,4,3,5,4,5,5,satisfied,4.3
67896,Male,63,personal,Personal Travel,Individual/Couple,4,4,4,3,5,5,5,4,3,5,neutral or dissatisfied,4.1
64548,Male,44,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,4,5,3,satisfied,4.9
114999,Female,26,business,Group Travel,Group bookings,4,5,4,1,5,5,5,3,4,5,neutral or dissatisfied,4.0
119017,Female,14,business,Personal Travel,Group bookings,5,5,5,1,4,4,4,4,5,4,satisfied,4.1
36920,Male,14,tourism,Personal Travel,Individual/Couple,3,5,3,3,5,5,5,4,5,5,neutral or dissatisfied,4.2
32137,Male,55,academic,Group Travel,Individual/Couple,5,5,5,5,5,5,5,3,4,5,satisfied,4.7
84662,Male,30,business,Group Travel,Group bookings,4,4,4,4,4,5,4,5,3,5,satisfied,4.1
80384,Female,43,aviation,Group Travel,Individual/Couple,4,5,5,5,4,4,4,2,4,5,satisfied,4.1
43460,Male,22,business,Group Travel,Group bookings,5,5,5,5,4,4,4,3,1,4,satisfied,4.0
119640,Female,55,business,Group Travel,Group bookings,5,5,5,5,2,4,5,4,5,5,satisfied,4.4
57521,Female,47,business,Group Travel,Group bookings,4,4,4,4,4,4,5,5,5,3,satisfied,4.3
15035,Female,45,business,Group Travel,Group bookings,5,5,5,5,3,3,4,4,4,2,satisfied,4.2
2149,Male,27,business,Group Travel,Group bookings,4,4,4,4,5,5,5,4,4,5,satisfied,4.3
7161,Male,39,business,Group Travel,Group bookings,4,5,5,2,4,3,4,5,5,4,satisfied,4.1
89804,Female,46,business,Group Travel,Group bookings,5,5,5,5,2,5,4,5,4,5,satisfied,4.4
3679,Female,52,business,Group Travel,Group bookings,4,5,5,5,4,2,4,3,4,2,neutral or dissatisfied,4.0
60419,Male,54,aviation,Group Travel,Group bookings,4,4,4,4,4,4,4,4,4,4,satisfied,4.0
366,Female,35,tourism,Group Travel,Group bookings,5,5,5,5,2,5,5,5,5,5,satisfied,4.7
61046,Female,55,aviation,Group Travel,Group bookings,5,5,5,5,3,5,4,4,4,5,satisfied,4.4
7714,Female,38,aviation,Group Travel,Group bookings,5,5,5,5,3,5,5,4,5,4,satisfied,4.7
74652,Female,40,academic,Personal Travel,Individual/Couple,4,4,4,4,5,4,5,5,4,5,neutral or dissatisfied,4.3
94395,Female,24,business,Group Travel,Group bookings,5,0,5,4,5,5,5,5,4,5,satisfied,4.2
98452,Female,35,business,Group Travel,Group bookings,4,4,4,4,4,4,5,4,5,4,satisfied,4.2
61207,Female,54,tourism,Group Travel,Group bookings,4,4,4,4,4,5,5,5,5,4,satisfied,4.4
26706,Male,12,academic,Personal Travel,Individual/Couple,2,4,2,5,5,5,5,4,5,5,neutral or dissatisfied,4.1
105293,Female,54,aviation,Group Travel,Group bookings,4,4,4,4,4,4,4,4,4,5,satisfied,4.0
55660,Female,16,business,Personal Travel,Not defined,4,4,4,1,5,5,5,5,4,5,neutral or dissatisfied,4.1
65333,Female,28,business,Group Travel,Group bookings,5,5,5,5,2,2,2,5,5,2,satisfied,4.0
88078,Male,55,tourism,Group Travel,Group bookings,5,5,5,5,2,4,4,5,4,3,satisfied,4.3
36835,Male,39,academic,Group Travel,Group bookings,5,5,5,5,4,1,4,3,4,4,satisfied,4.0
72997,Male,40,academic,Group Travel,Group bookings,5,5,5,5,1,3,5,4,5,5,satisfied,4.2
65675,Male,52,tourism,Group Travel,Individual/Couple,4,4,4,4,4,4,4,5,5,4,satisfied,4.2
30824,Female,40,aviation,Group Travel,Individual/Couple,4,5,5,5,4,4,4,5,5,4,satisfied,4.6
34377,Male,32,aviation,Group Travel,Group bookings,5,5,5,5,4,4,4,4,5,4,satisfied,4.6
105326,Male,47,business,Group Travel,Group bookings,5,5,5,5,5,4,2,4,2,4,satisfied,4.1
115167,Male,53,personal,Group Travel,Group bookings,5,5,5,5,5,4,5,4,5,5,satisfied,4.8
9791,Female,39,aviation,Group Travel,Group bookings,4,4,4,4,4,4,5,3,5,3,satisfied,4.1
127977,Male,28,business,Group Travel,Group bookings,4,3,3,3,5,5,5,5,4,5,satisfied,4.1
102272,Female,48,academic,Group Travel,Group bookings,5,5,5,5,4,5,3,3,3,4,satisfied,4.2
24089,Male,36,business,Group Travel,Group bookings,4,4,4,4,5,5,5,4,5,4,satisfied,4.4
87456,Male,45,business,Group Travel,Group bookings,4,4,4,4,3,4,5,4,5,4,satisfied,4.1
32091,Male,44,business,Group Travel,Individual/Couple,5,2,5,4,5,5,5,4,4,5,satisfied,4.3
39699,Male,39,business,Group Travel,Group bookings,5,5,5,5,3,5,4,1,4,3,satisfied,4.1
26431,Female,38,academic,Group Travel,Individual/Couple,4,4,4,3,5,5,5,4,4,5,satisfied,4.2
79165,Male,56,tourism,Group Travel,Group bookings,4,4,4,4,4,4,5,4,5,4,satisfied,4.2
11650,Female,56,business,Group Travel,Group bookings,5,5,5,5,3,4,5,4,5,5,satisfied,4.6
57297,Male,59,personal,Group Travel,Group bookings,5,5,4,5,5,4,4,4,4,5,satisfied,4.4
20449,Female,53,business,Group Travel,Individual/Couple,5,5,5,5,3,5,5,5,5,4,satisfied,4.8
109017,Male,25,business,Group Travel,Individual/Couple,4,5,5,5,4,4,4,1,4,4,neutral or dissatisfied,4.0
82006,Female,16,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,1,4,5,satisfied,4.0
110748,Female,60,business,Group Travel,Group bookings,5,5,5,5,5,4,4,4,4,4,satisfied,4.6
123527,Female,27,business,Group Travel,Group bookings,5,5,5,2,5,5,5,3,5,5,satisfied,4.4
4790,Male,33,business,Personal Travel,Individual/Couple,5,4,5,4,5,3,5,2,3,5,satisfied,4.0
109766,Female,34,tourism,Group Travel,Group bookings,4,4,4,4,5,4,5,3,5,3,satisfied,4.2
61580,Female,56,business,Group Travel,Group bookings,4,4,4,4,4,5,4,5,4,4,satisfied,4.2
15367,Female,60,academic,Group Travel,Individual/Couple,4,5,5,5,4,5,4,5,4,3,satisfied,4.6
6504,Male,44,business,Group Travel,Group bookings,5,5,5,5,3,5,5,5,5,3,satisfied,4.8
92725,Male,50,business,Group Travel,Group bookings,5,5,3,5,3,4,3,5,3,5,satisfied,4.0
127146,Male,36,tourism,Personal Travel,Individual/Couple,4,5,4,5,5,5,5,3,4,5,satisfied,4.4
65614,Male,64,personal,Personal Travel,Individual/Couple,3,4,3,5,5,3,5,4,5,5,neutral or dissatisfied,4.1
120947,Male,24,tourism,Group Travel,Individual/Couple,5,4,4,3,4,4,4,4,5,4,satisfied,4.1
39427,Male,58,tourism,Group Travel,Group bookings,5,5,5,5,2,4,5,3,5,4,satisfied,4.3
84329,Male,41,academic,Group Travel,Group bookings,4,4,4,4,2,5,5,4,5,5,satisfied,4.1
111840,Male,50,business,Group Travel,Group bookings,5,5,5,5,2,5,5,3,5,5,satisfied,4.4
124703,Female,49,academic,Group Travel,Group bookings,5,2,5,5,2,4,5,3,5,2,satisfied,4.0
23887,Male,27,aviation,Group Travel,Group bookings,5,5,2,5,5,5,5,2,4,5,satisfied,4.2
48338,Male,23,business,Group Travel,Individual/Couple,5,5,5,5,5,2,5,1,3,5,satisfied,4.0
26493,Male,28,business,Group Travel,Group bookings,5,5,5,5,5,5,5,4,4,5,satisfied,4.8
80875,Male,45,personal,Personal Travel,Individual/Couple,2,4,4,2,5,5,5,4,5,5,neutral or dissatisfied,4.0
10478,Male,41,business,Group Travel,Group bookings,4,4,4,4,4,4,4,4,4,5,satisfied,4.0
27948,Male,31,business,Group Travel,Group bookings,4,5,5,5,4,4,4,4,3,4,neutral or dissatisfied,4.2
25914,Male,36,business,Group Travel,Individual/Couple,3,5,3,4,5,5,5,4,4,5,neutral or dissatisfied,4.2
122419,Female,29,business,Group Travel,Group bookings,3,3,3,3,5,5,5,5,4,5,satisfied,4.0
36415,Female,35,academic,Group Travel,Individual/Couple,4,4,4,4,4,4,4,5,5,4,satisfied,4.2
16873,Male,55,academic,Group Travel,Individual/Couple,4,4,4,4,4,4,4,4,5,4,satisfied,4.1
106096,Female,38,tourism,Group Travel,Group bookings,5,5,5,5,3,4,4,3,4,4,satisfied,4.2
120261,Female,62,aviation,Group Travel,Group bookings,5,5,5,5,2,5,5,5,5,4,satisfied,4.7
49559,Male,63,business,Group Travel,Individual/Couple,5,4,4,4,5,5,5,2,3,5,satisfied,4.1
108016,Male,43,personal,Group Travel,Group bookings,5,3,5,5,5,4,4,3,4,4,satisfied,4.2
98504,Female,50,tourism,Group Travel,Group bookings,5,5,3,5,4,4,4,3,4,5,satisfied,4.1
26637,Male,39,business,Group Travel,Group bookings,5,5,5,5,2,5,4,1,4,3,satisfied,4.0
